nombre,cx,cy,cz,sx,sy,sz
C11-5,1323.94,1055.39,211.22,47.24,39.37,55.12
C14-3,1323.94,1193.9,88.58,47.24,39.37,55.12
C14-5,1323.94,1193.9,211.22,47.24,39.37,55.12
C09-5,1323.94,962.2,211.22,47.24,39.37,55.12
C10-3,1323.94,1006.17,88.58,47.24,39.37,55.12
C12-3,1323.94,1098.91,88.58,47.24,39.37,55.12
C10-5,1323.94,1005.72,211.22,47.24,39.37,55.12
C12-5,1323.94,1098.91,211.22,47.24,39.37,55.12
C13-5,1323.94,1150.38,211.22,47.24,39.37,55.12
C11-4,1323.94,1055.39,150.33,47.24,39.37,55.12
C13-4,1323.94,1150.38,150.33,47.24,39.37,55.12
C13-3,1323.94,1150.38,88.58,47.24,39.37,55.12
C08-4,1323.94,908.98,150.33,47.24,39.37,55.12
C01-5,1323.94,582.28,211.22,47.24,39.37,55.12
C06-5,1323.94,813.99,211.22,47.24,39.37,55.12
C05-5,1323.94,770.46,211.22,47.24,39.37,55.12
C02-5,1323.94,625.8,211.22,47.24,39.37,55.12
C03-4,1323.94,677.27,150.33,47.24,39.37,55.12
C03-5,1323.94,677.27,211.22,47.24,39.37,55.12
C04-5,1323.94,720.8,211.22,47.24,39.37,55.12
C01-4,1323.94,582.28,150.33,47.24,39.37,55.12
C07-5,1323.94,865.46,211.22,47.24,39.37,55.12
C08-5,1323.94,908.98,211.22,47.24,39.37,55.12
C06-3,1323.94,813.99,88.58,47.24,39.37,55.12
C05-4,1323.94,770.46,150.33,47.24,39.37,55.12
C06-4,1323.94,813.99,150.33,47.24,39.37,55.12
C07-4,1323.94,865.46,150.33,47.24,39.37,55.12
C04-3,1323.94,721.25,88.58,47.24,39.37,55.12
C14-4,1323.94,1193.9,150.33,47.24,39.37,55.12
C02-4,1323.94,625.8,150.33,47.24,39.37,55.12
C07-3,1323.94,865.46,88.58,47.24,39.37,55.12
C03-3,1323.94,677.27,88.58,47.24,39.37,55.12
C05-3,1323.94,770.46,88.58,47.24,39.37,55.12
C02-3,1323.94,625.8,88.58,47.24,39.37,55.12
C08-3,1323.94,908.98,88.58,47.24,39.37,55.12
C04-4,1323.94,720.8,150.33,47.24,39.37,55.12
C10-4,1323.94,1005.72,150.33,47.24,39.37,55.12
E09-3,1127.09,960.4,88.58,47.24,39.37,55.12
D01-3,1178.27,580.25,88.58,47.24,39.37,55.12
D03-4,1178.27,675.25,150.33,47.24,39.37,55.12
D07-5,1178.27,863.43,211.22,47.24,39.37,55.12
D08-5,1178.27,906.95,211.22,47.24,39.37,55.12
D02-5,1178.27,623.78,211.22,47.24,39.37,55.12
D03-5,1178.27,675.25,211.22,47.24,39.37,55.12
D06-4,1178.27,811.96,150.33,47.24,39.37,55.12
D01-5,1178.27,580.25,211.22,47.24,39.37,55.12
D05-5,1178.27,768.44,211.22,47.24,39.37,55.12
D04-5,1178.27,718.77,211.22,47.24,39.37,55.12
D06-3,1178.27,811.96,88.58,47.24,39.37,55.12
D04-3,1178.27,719.22,88.58,47.24,39.37,55.12
D05-4,1178.27,768.44,150.33,47.24,39.37,55.12
D06-5,1178.27,811.96,211.22,47.24,39.37,55.12
D01-4,1178.27,580.25,150.33,47.24,39.37,55.12
D07-4,1178.27,863.43,150.33,47.24,39.37,55.12
D08-4,1178.27,906.95,150.33,47.24,39.37,55.12
D07-3,1178.27,863.43,88.58,47.24,39.37,55.12
D03-3,1178.27,675.25,88.58,47.24,39.37,55.12
D05-3,1178.27,768.44,88.58,47.24,39.37,55.12
D04-4,1178.27,718.77,150.33,47.24,39.37,55.12
D08-3,1178.27,906.95,88.58,47.24,39.37,55.12
D14-4,1178.27,1191.88,150.33,47.24,39.37,55.12
D02-4,1178.27,623.78,150.33,47.24,39.37,55.12
D02-3,1178.27,623.78,88.58,47.24,39.37,55.12
D10-4,1178.27,1003.69,150.33,47.24,39.37,55.12
E05-3,1127.09,768.67,88.58,47.24,39.37,55.12
E04-4,1127.09,719.0,150.33,47.24,39.37,55.12
E02-3,1127.09,624.01,88.58,47.24,39.37,55.12
E08-3,1127.09,907.19,88.58,47.24,39.37,55.12
E10-4,1127.09,1003.93,150.33,47.24,39.37,55.12
D09-5,1178.27,960.17,211.22,47.24,39.37,55.12
D11-5,1178.27,1053.36,211.22,47.24,39.37,55.12
D11-3,1178.27,1053.36,88.58,47.24,39.37,55.12
D10-3,1178.27,1004.15,88.58,47.24,39.37,55.12
D12-3,1178.27,1096.88,88.58,47.24,39.37,55.12
D10-5,1178.27,1003.69,211.22,47.24,39.37,55.12
D12-5,1178.27,1096.88,211.22,47.24,39.37,55.12
D13-5,1178.27,1148.35,211.22,47.24,39.37,55.12
D12-4,1178.27,1096.88,150.33,47.24,39.37,55.12
D09-4,1178.27,960.17,150.33,47.24,39.37,55.12
D09-3,1178.27,960.17,88.58,47.24,39.37,55.12
D14-3,1178.27,1191.88,88.58,47.24,39.37,55.12
D14-5,1178.27,1191.88,211.22,47.24,39.37,55.12
D13-4,1178.27,1148.35,150.33,47.24,39.37,55.12
D11-4,1178.27,1053.36,150.33,47.24,39.37,55.12
E13-3,1127.09,1148.58,88.58,47.24,39.37,55.12
E01-5,1127.09,580.48,211.22,47.24,39.37,55.12
E03-3,1127.09,675.48,88.58,47.24,39.37,55.12
E11-5,1127.09,1053.59,211.22,47.24,39.37,55.12
E10-3,1127.09,1004.38,88.58,47.24,39.37,55.12
E14-3,1127.09,1192.11,88.58,47.24,39.37,55.12
E12-5,1127.09,1097.12,211.22,47.24,39.37,55.12
E13-5,1127.09,1148.58,211.22,47.24,39.37,55.12
E12-3,1127.09,1097.12,88.58,47.24,39.37,55.12
E14-5,1127.09,1192.11,211.22,47.24,39.37,55.12
E09-5,1127.09,960.4,211.22,47.24,39.37,55.12
E11-4,1127.09,1053.59,150.33,47.24,39.37,55.12
E08-4,1127.09,907.19,150.33,47.24,39.37,55.12
E06-5,1127.09,812.19,211.22,47.24,39.37,55.12
E10-5,1127.09,1003.93,211.22,47.24,39.37,55.12
E13-4,1127.09,1148.58,150.33,47.24,39.37,55.12
D13-3,1178.27,1148.35,88.58,47.24,39.37,55.12
E01-3,1127.09,580.48,88.58,47.24,39.37,55.12
E11-3,1127.09,1053.59,88.58,47.24,39.37,55.12
E09-4,1127.09,960.4,150.33,47.24,39.37,55.12
E07-4,1127.09,863.66,150.33,47.24,39.37,55.12
E03-4,1127.09,675.48,150.33,47.24,39.37,55.12
E14-4,1127.09,1192.11,150.33,47.24,39.37,55.12
E01-4,1127.09,580.48,150.33,47.24,39.37,55.12
E04-3,1127.09,719.45,88.58,47.24,39.37,55.12
E02-4,1127.09,624.01,150.33,47.24,39.37,55.12
E07-3,1127.09,863.66,88.58,47.24,39.37,55.12
E05-5,1127.09,768.67,211.22,47.24,39.37,55.12
E08-5,1127.09,907.19,211.22,47.24,39.37,55.12
E05-4,1127.09,768.67,150.33,47.24,39.37,55.12
E04-5,1127.09,719.0,211.22,47.24,39.37,55.12
E02-5,1127.09,624.01,211.22,47.24,39.37,55.12
E07-5,1127.09,863.66,211.22,47.24,39.37,55.12
E06-3,1127.09,812.19,88.58,47.24,39.37,55.12
E06-4,1127.09,812.19,150.33,47.24,39.37,55.12
E03-5,1127.09,675.48,211.22,47.24,39.37,55.12
E12-4,1127.09,1097.12,150.33,47.24,39.37,55.12
Y02-2,215.28,622.27,89.3,47.24,39.37,55.12
Y02-1,215.28,622.27,27.56,47.24,39.37,55.12
Y01-1,215.28,578.74,27.56,47.24,39.37,55.12
Y01-2,215.28,578.74,89.3,47.24,39.37,55.12
Y02-3,215.28,622.27,150.19,47.24,39.37,55.12
Y05-1,215.28,766.92,27.56,47.24,39.37,55.12
Y06-1,215.28,810.45,27.56,47.24,39.37,55.12
Y01-3,215.28,578.74,150.19,47.24,39.37,55.12
Y06-3,215.28,810.45,150.19,47.24,39.37,55.12
Y03-1,215.28,671.93,27.56,47.24,39.37,55.12
Y06-2,215.28,810.45,89.3,47.24,39.37,55.12
Y04-1,215.28,715.45,27.56,47.24,39.37,55.12
Y04-2,215.28,715.45,89.3,47.24,39.37,55.12
Y04-3,215.28,715.45,150.19,47.24,39.37,55.12
Y14-2,215.28,1187.76,89.3,47.24,39.37,55.12
Y13-1,215.28,1144.23,27.56,47.24,39.37,55.12
Y09-2,215.28,956.05,89.3,47.24,39.37,55.12
Y15-3,215.28,1240.97,150.19,47.24,39.37,55.12
Y05-3,215.28,766.92,150.19,47.24,39.37,55.12
Y17-3,215.28,1334.16,150.19,47.24,39.37,55.12
Y10-2,215.28,999.57,89.3,47.24,39.37,55.12
Y03-3,215.28,671.93,150.19,47.24,39.37,55.12
Y09-1,215.28,956.05,27.56,47.24,39.37,55.12
Y08-3,215.28,904.58,150.19,47.24,39.37,55.12
Y18-1,215.28,1377.69,27.56,47.24,39.37,55.12
Y08-2,215.28,904.58,89.3,47.24,39.37,55.12
Y12-3,215.28,1092.76,150.19,47.24,39.37,55.12
Y18-3,215.28,1377.69,150.19,47.24,39.37,55.12
Y17-2,215.28,1334.16,89.3,47.24,39.37,55.12
Y16-1,215.28,1284.95,27.56,47.24,39.37,55.12
Y20-1,215.28,1472.68,27.56,47.24,39.37,55.12
Y12-1,215.28,1092.76,27.56,47.24,39.37,55.12
Y08-1,215.28,904.58,27.56,47.24,39.37,55.12
Y07-3,215.28,861.05,150.19,47.24,39.37,55.12
Y20-3,215.28,1472.68,150.19,47.24,39.37,55.12
Y19-2,215.28,1429.15,89.3,47.24,39.37,55.12
Y11-2,215.28,1049.24,89.3,47.24,39.37,55.12
Y11-1,215.28,1049.24,27.56,47.24,39.37,55.12
Y13-3,215.28,1144.23,150.19,47.24,39.37,55.12
Y18-2,215.28,1377.69,89.3,47.24,39.37,55.12
Y10-1,215.28,1000.02,27.56,47.24,39.37,55.12
Y19-3,215.28,1429.15,150.19,47.24,39.37,55.12
Y11-3,215.28,1049.24,150.19,47.24,39.37,55.12
Y07-1,215.28,861.05,27.56,47.24,39.37,55.12
Y09-3,215.28,956.05,150.19,47.24,39.37,55.12
Y19-1,215.28,1429.15,27.56,47.24,39.37,55.12
Y15-1,215.28,1240.97,27.56,47.24,39.37,55.12
Y15-2,215.28,1240.97,89.3,47.24,39.37,55.12
Y07-2,215.28,861.05,89.3,47.24,39.37,55.12
Y05-2,215.28,766.92,89.3,47.24,39.37,55.12
Y10-3,215.28,999.57,150.19,47.24,39.37,55.12
Y17-1,215.28,1334.16,27.56,47.24,39.37,55.12
Y12-2,215.28,1092.76,89.3,47.24,39.37,55.12
Y20-2,215.28,1472.68,89.3,47.24,39.37,55.12
Y03-2,215.28,671.93,89.3,47.24,39.37,55.12
Y16-3,215.28,1284.5,150.19,47.24,39.37,55.12
Y14-1,215.28,1187.76,27.56,47.24,39.37,55.12
Y14-3,215.28,1187.76,150.19,47.24,39.37,55.12
Y16-2,215.28,1284.5,89.3,47.24,39.37,55.12
Y13-2,215.28,1144.23,89.3,47.24,39.37,55.12
Z02-2,45.08,622.27,89.3,47.24,39.37,55.12
Z02-1,45.08,622.27,27.56,47.24,39.37,55.12
Z01-1,45.08,578.74,27.56,47.24,39.37,55.12
Z01-2,45.08,578.74,89.3,47.24,39.37,55.12
Z02-3,45.08,622.27,150.19,47.24,39.37,55.12
Z05-1,45.08,766.92,27.56,47.24,39.37,55.12
Z06-1,45.08,810.45,27.56,47.24,39.37,55.12
Z01-3,45.08,578.74,150.19,47.24,39.37,55.12
Z06-3,45.08,810.45,150.19,47.24,39.37,55.12
Z03-1,45.08,671.93,27.56,47.24,39.37,55.12
Z06-2,45.08,810.45,89.3,47.24,39.37,55.12
Z04-1,45.08,715.45,27.56,47.24,39.37,55.12
Z04-2,45.08,715.45,89.3,47.24,39.37,55.12
Z04-3,45.08,715.45,150.19,47.24,39.37,55.12
Z14-2,45.08,1187.76,89.3,47.24,39.37,55.12
Z13-1,45.08,1144.23,27.56,47.24,39.37,55.12
Z09-2,45.08,956.05,89.3,47.24,39.37,55.12
Z15-3,45.08,1240.97,150.19,47.24,39.37,55.12
Z05-3,45.08,766.92,150.19,47.24,39.37,55.12
Z17-3,45.08,1334.16,150.19,47.24,39.37,55.12
Z10-2,45.08,999.57,89.3,47.24,39.37,55.12
Z03-3,45.08,671.93,150.19,47.24,39.37,55.12
Z09-1,45.08,956.05,27.56,47.24,39.37,55.12
Z08-3,45.08,904.58,150.19,47.24,39.37,55.12
Z18-1,45.08,1377.69,27.56,47.24,39.37,55.12
Z08-2,45.08,904.58,89.3,47.24,39.37,55.12
Z12-3,45.08,1092.76,150.19,47.24,39.37,55.12
Z18-3,45.08,1377.69,150.19,47.24,39.37,55.12
Z17-2,45.08,1334.16,89.3,47.24,39.37,55.12
Z16-1,45.08,1284.95,27.56,47.24,39.37,55.12
Z20-1,45.08,1472.68,27.56,47.24,39.37,55.12
Z12-1,45.08,1092.76,27.56,47.24,39.37,55.12
Z08-1,45.08,904.58,27.56,47.24,39.37,55.12
Z07-3,45.08,861.05,150.19,47.24,39.37,55.12
Z20-3,45.08,1472.68,150.19,47.24,39.37,55.12
Z19-2,45.08,1429.15,89.3,47.24,39.37,55.12
Z11-2,45.08,1049.24,89.3,47.24,39.37,55.12
Z11-1,45.08,1049.24,27.56,47.24,39.37,55.12
Z13-3,45.08,1144.23,150.19,47.24,39.37,55.12
Z18-2,45.08,1377.69,89.3,47.24,39.37,55.12
Z10-1,45.08,1000.02,27.56,47.24,39.37,55.12
Z19-3,45.08,1429.15,150.19,47.24,39.37,55.12
Z11-3,45.08,1049.24,150.19,47.24,39.37,55.12
Z07-1,45.08,861.05,27.56,47.24,39.37,55.12
Z09-3,45.08,956.05,150.19,47.24,39.37,55.12
Z19-1,45.08,1429.15,27.56,47.24,39.37,55.12
Z15-1,45.08,1240.97,27.56,47.24,39.37,55.12
Z15-2,45.08,1240.97,89.3,47.24,39.37,55.12
Z07-2,45.08,861.05,89.3,47.24,39.37,55.12
Z05-2,45.08,766.92,89.3,47.24,39.37,55.12
Z10-3,45.08,999.57,150.19,47.24,39.37,55.12
Z17-1,45.08,1334.16,27.56,47.24,39.37,55.12
Z12-2,45.08,1092.76,89.3,47.24,39.37,55.12
Z20-2,45.08,1472.68,89.3,47.24,39.37,55.12
Z03-2,45.08,671.93,89.3,47.24,39.37,55.12
Z16-3,45.08,1284.5,150.19,47.24,39.37,55.12
Z14-1,45.08,1187.76,27.56,47.24,39.37,55.12
Z14-3,45.08,1187.76,150.19,47.24,39.37,55.12
Z16-2,45.08,1284.5,89.3,47.24,39.37,55.12
Z13-2,45.08,1144.23,89.3,47.24,39.37,55.12
F01-1,1032.96,616.68,19.88,21.65,86.61,21.65
F01-2,1032.96,616.68,45.61,21.65,86.61,21.65
F01-4,1032.96,616.68,96.73,21.65,86.61,21.65
G01-3,1010.13,616.68,71.0,21.65,86.61,21.65
G02-2,1010.13,707.93,45.61,21.65,86.61,21.65
G01-2,1010.13,616.68,45.61,21.65,86.61,21.65
F01-3,1032.96,616.68,71.0,21.65,86.61,21.65
G01-4,1010.13,616.68,96.73,21.65,86.61,21.65
F02-4,1032.96,707.93,96.73,21.65,86.61,21.65
G02-4,1010.13,707.93,96.73,21.65,86.61,21.65
G02-3,1010.13,707.93,71.0,21.65,86.61,21.65
F02-3,1032.96,707.93,71.0,21.65,86.61,21.65
F03-2,1032.96,802.38,45.61,21.65,86.61,21.65
F02-1,1032.96,707.93,19.88,21.65,86.61,21.65
G03-2,1010.13,802.38,45.61,21.65,86.61,21.65
F03-4,1032.96,802.38,96.73,21.65,86.61,21.65
F04-2,1032.96,893.63,45.61,21.65,86.61,21.65
F03-1,1032.96,802.38,19.88,21.65,86.61,21.65
G04-2,1010.13,893.63,45.61,21.65,86.61,21.65
G01-1,1010.13,616.68,19.88,21.65,86.61,21.65
F02-2,1032.96,707.93,45.61,21.65,86.61,21.65
G07-3,1010.13,1171.09,71.0,21.65,86.61,21.65
G03-5,1010.13,802.38,122.0,21.65,86.61,21.65
F07-2,1032.96,1171.09,45.61,21.65,86.61,21.65
G06-2,1010.13,1077.17,45.61,21.65,86.61,21.65
F04-1,1032.96,893.63,19.88,21.65,86.61,21.65
F04-5,1032.96,893.63,122.0,21.65,86.61,21.65
F01-5,1032.96,616.68,122.0,21.65,86.61,21.65
G04-3,1010.13,893.63,71.0,21.65,86.61,21.65
G06-3,1010.13,1077.17,71.0,21.65,86.61,21.65
G01-5,1010.13,616.68,122.0,21.65,86.61,21.65
G02-5,1010.13,707.93,122.0,21.65,86.61,21.65
G04-5,1010.13,893.63,122.0,21.65,86.61,21.65
G03-3,1010.13,802.38,71.0,21.65,86.61,21.65
F05-2,1032.96,985.93,45.61,21.65,86.61,21.65
G05-1,1010.13,985.93,19.88,21.65,86.61,21.65
F06-4,1032.96,1077.17,96.73,21.65,86.61,21.65
F03-3,1032.96,802.38,71.0,21.65,86.61,21.65
F06-1,1032.96,1077.17,19.88,21.65,86.61,21.65
F05-4,1032.96,985.93,96.73,21.65,86.61,21.65
F07-5,1032.96,1171.09,122.0,21.65,86.61,21.65
G04-1,1010.13,893.63,19.88,21.65,86.61,21.65
G05-2,1010.13,985.93,45.61,21.65,86.61,21.65
G04-4,1010.13,893.63,96.73,21.65,86.61,21.65
F04-3,1032.96,893.63,71.0,21.65,86.61,21.65
F04-4,1032.96,893.63,96.73,21.65,86.61,21.65
G07-5,1010.13,1171.09,122.0,21.65,86.61,21.65
F06-5,1032.96,1077.17,122.0,21.65,86.61,21.65
F06-2,1032.96,1077.17,45.61,21.65,86.61,21.65
F05-5,1032.96,985.93,122.0,21.65,86.61,21.65
F02-5,1032.96,707.93,122.0,21.65,86.61,21.65
G07-2,1010.13,1171.09,45.61,21.65,86.61,21.65
F06-3,1032.96,1077.17,71.0,21.65,86.61,21.65
G03-4,1010.13,802.38,96.73,21.65,86.61,21.65
G06-5,1010.13,1077.17,122.0,21.65,86.61,21.65
F05-3,1032.96,985.93,71.0,21.65,86.61,21.65
G07-4,1010.13,1171.09,96.73,21.65,86.61,21.65
F07-1,1032.96,1171.09,19.88,21.65,86.61,21.65
G07-1,1010.13,1171.09,19.88,21.65,86.61,21.65
F07-4,1032.96,1171.09,96.73,21.65,86.61,21.65
G05-4,1010.13,985.93,96.73,21.65,86.61,21.65
F07-3,1032.96,1171.09,71.0,21.65,86.61,21.65
G06-4,1010.13,1077.17,96.73,21.65,86.61,21.65
F03-5,1032.96,802.38,122.0,21.65,86.61,21.65
G05-3,1010.13,985.93,71.0,21.65,86.61,21.65
G05-5,1010.13,985.93,122.0,21.65,86.61,21.65
F05-1,1032.96,985.93,19.88,21.65,86.61,21.65
G06-1,1010.13,1077.17,19.88,21.65,86.61,21.65
G03-1,1010.13,802.38,19.87,21.65,86.61,21.65
G02-1,1010.13,707.93,19.87,21.65,86.61,21.65
C01-1,1323.94,582.48,13.78,47.24,39.37,27.56
C02-1,1323.94,625.79,13.78,47.24,39.37,27.56
C03-1,1323.94,676.97,13.78,47.24,39.37,27.56
C04-1,1323.94,720.28,13.78,47.24,39.37,27.56
C05-1,1323.94,771.46,13.78,47.24,39.37,27.56
C06-1,1323.94,814.76,13.78,47.24,39.37,27.56
C08-1,1323.94,909.25,13.78,47.24,39.37,27.56
C07-1,1323.94,865.94,13.78,47.24,39.37,27.56
C09-1,1323.94,960.43,13.78,47.24,39.37,27.56
C10-1,1323.94,1003.74,13.78,47.24,39.37,27.56
C13-1,1323.94,1149.41,13.78,47.24,39.37,27.56
C12-1,1323.94,1098.23,13.78,47.24,39.37,27.56
C11-1,1323.94,1054.92,13.78,47.24,39.37,27.56
C14-1,1323.94,1192.72,13.78,47.24,39.37,27.56
D01-1,1178.27,582.48,13.78,47.24,39.37,27.56
D02-1,1178.27,625.79,13.78,47.24,39.37,27.56
D05-1,1178.27,771.46,13.78,47.24,39.37,27.56
D07-1,1178.27,865.94,13.78,47.24,39.37,27.56
D08-1,1178.27,909.25,13.78,47.24,39.37,27.56
D04-1,1178.27,720.28,13.78,47.24,39.37,27.56
D03-1,1178.27,676.97,13.78,47.24,39.37,27.56
D09-1,1178.27,960.43,13.78,47.24,39.37,27.56
D13-1,1178.27,1149.41,13.78,47.24,39.37,27.56
D10-1,1178.27,1003.74,13.78,47.24,39.37,27.56
D06-1,1178.27,814.76,13.78,47.24,39.37,27.56
D12-1,1178.27,1098.23,13.78,47.24,39.37,27.56
D11-1,1178.27,1054.92,13.78,47.24,39.37,27.56
D14-1,1178.27,1192.72,13.78,47.24,39.37,27.56
E01-1,1127.09,582.48,13.78,47.24,39.37,27.56
E02-1,1127.09,625.79,13.78,47.24,39.37,27.56
E05-1,1127.09,771.46,13.78,47.24,39.37,27.56
E07-1,1127.09,865.94,13.78,47.24,39.37,27.56
E08-1,1127.09,909.25,13.78,47.24,39.37,27.56
E04-1,1127.09,720.28,13.78,47.24,39.37,27.56
E03-1,1127.09,676.97,13.78,47.24,39.37,27.56
E09-1,1127.09,960.43,13.78,47.24,39.37,27.56
E13-1,1127.09,1149.41,13.78,47.24,39.37,27.56
E10-1,1127.09,1003.74,13.78,47.24,39.37,27.56
E06-1,1127.09,814.76,13.78,47.24,39.37,27.56
E12-1,1127.09,1098.23,13.78,47.24,39.37,27.56
E11-1,1127.09,1054.92,13.78,47.24,39.37,27.56
E14-1,1127.09,1192.72,13.78,47.24,39.37,27.56
C01-2,1323.54,582.48,45.7,35.43,39.37,21.65
C02-2,1323.54,625.79,45.7,35.43,39.37,21.65
C04-2,1323.54,720.18,45.7,35.43,39.37,21.65
C03-2,1323.54,676.87,45.7,35.43,39.37,21.65
C06-2,1323.54,814.89,45.7,35.43,39.37,21.65
C05-2,1323.54,771.59,45.7,35.43,39.37,21.65
C08-2,1323.54,909.28,45.7,35.43,39.37,21.65
C07-2,1323.54,865.98,45.7,35.43,39.37,21.65
C12-2,1323.54,1098.47,45.7,35.43,39.37,21.65
C14-2,1323.54,1192.86,45.7,35.43,39.37,21.65
C13-2,1323.54,1149.56,45.7,35.43,39.37,21.65
C11-2,1323.54,1055.16,45.7,35.43,39.37,21.65
C10-2,1323.54,1003.76,45.7,35.43,39.37,21.65
C09-2,1323.54,960.45,45.7,35.43,39.37,21.65
D12-2,1176.9,1098.47,45.7,35.43,39.37,21.65
D14-2,1176.9,1192.86,45.7,35.43,39.37,21.65
D06-2,1176.9,814.89,45.7,35.43,39.37,21.65
D08-2,1176.9,909.28,45.7,35.43,39.37,21.65
D07-2,1176.9,865.98,45.7,35.43,39.37,21.65
D13-2,1176.9,1149.56,45.7,35.43,39.37,21.65
D02-2,1176.9,625.79,45.7,35.43,39.37,21.65
D01-2,1176.9,582.48,45.7,35.43,39.37,21.65
D05-2,1176.9,771.59,45.7,35.43,39.37,21.65
D04-2,1176.9,720.18,45.7,35.43,39.37,21.65
D03-2,1176.9,676.87,45.7,35.43,39.37,21.65
D10-2,1176.9,1003.76,45.7,35.43,39.37,21.65
D09-2,1176.9,960.45,45.7,35.43,39.37,21.65
D11-2,1176.9,1055.16,45.7,35.43,39.37,21.65
E05-2,1125.23,771.59,45.7,35.43,39.37,21.65
E06-2,1125.23,814.89,45.7,35.43,39.37,21.65
E12-2,1125.23,1098.47,45.7,35.43,39.37,21.65
E14-2,1125.23,1192.86,45.7,35.43,39.37,21.65
E11-2,1125.23,1055.16,45.7,35.43,39.37,21.65
E13-2,1125.23,1149.56,45.7,35.43,39.37,21.65
E04-2,1125.23,720.18,45.7,35.43,39.37,21.65
E10-2,1125.23,1003.76,45.7,35.43,39.37,21.65
E08-2,1125.23,909.28,45.7,35.43,39.37,21.65
E03-2,1125.23,676.87,45.7,35.43,39.37,21.65
E07-2,1125.23,865.98,45.7,35.43,39.37,21.65
E09-2,1125.23,960.45,45.7,35.43,39.37,21.65
E02-2,1125.23,625.79,45.7,35.43,39.37,21.65
E01-2,1125.23,582.48,45.7,35.43,39.37,21.65
Z06-4,45.08,810.45,211.2,47.24,39.37,55.12
Z04-4,45.08,715.45,211.2,47.24,39.37,55.12
Z15-4,45.08,1240.97,211.2,47.24,39.37,55.12
Z05-4,45.08,766.92,211.2,47.24,39.37,55.12
Z17-4,45.08,1334.16,211.2,47.24,39.37,55.12
Z02-4,45.08,622.27,211.2,47.24,39.37,55.12
Z01-4,45.08,578.74,211.2,47.24,39.37,55.12
Z03-4,45.08,671.93,211.2,47.24,39.37,55.12
Z12-4,45.08,1092.76,211.2,47.24,39.37,55.12
Z18-4,45.08,1377.69,211.2,47.24,39.37,55.12
Z08-4,45.08,904.58,211.2,47.24,39.37,55.12
Z16-4,45.08,1284.5,211.2,47.24,39.37,55.12
Z14-4,45.08,1187.76,211.2,47.24,39.37,55.12
Z10-4,45.08,999.57,211.2,47.24,39.37,55.12
Z09-4,45.08,956.05,211.2,47.24,39.37,55.12
Z11-4,45.08,1049.24,211.2,47.24,39.37,55.12
Z19-4,45.08,1429.15,211.2,47.24,39.37,55.12
Z13-4,45.08,1144.23,211.2,47.24,39.37,55.12
Z07-4,45.08,861.05,211.2,47.24,39.37,55.12
Z20-4,45.08,1472.68,211.2,47.24,39.37,55.12
Y06-4,215.28,810.45,211.29,47.24,39.37,55.12
Y04-4,215.28,715.45,211.29,47.24,39.37,55.12
Y15-4,215.28,1240.97,211.29,47.24,39.37,55.12
Y05-4,215.28,766.92,211.29,47.24,39.37,55.12
Y17-4,215.28,1334.16,211.29,47.24,39.37,55.12
Y02-4,215.28,622.27,211.29,47.24,39.37,55.12
Y01-4,215.28,578.74,211.29,47.24,39.37,55.12
Y03-4,215.28,671.93,211.29,47.24,39.37,55.12
Y12-4,215.28,1092.76,211.29,47.24,39.37,55.12
Y18-4,215.28,1377.69,211.29,47.24,39.37,55.12
Y08-4,215.28,904.58,211.29,47.24,39.37,55.12
Y16-4,215.28,1284.5,211.29,47.24,39.37,55.12
Y14-4,215.28,1187.76,211.29,47.24,39.37,55.12
Y10-4,215.28,999.57,211.29,47.24,39.37,55.12
Y09-4,215.28,956.05,211.29,47.24,39.37,55.12
Y11-4,215.28,1049.24,211.29,47.24,39.37,55.12
Y19-4,215.28,1429.15,211.29,47.24,39.37,55.12
Y13-4,215.28,1144.23,211.29,47.24,39.37,55.12
Y07-4,215.28,861.05,211.29,47.24,39.37,55.12
Y20-4,215.28,1472.68,211.29,47.24,39.37,55.12
X01-1,279.16,917.15,17.13,17.72,68.9,21.65
X02-1,279.16,989.31,17.13,17.72,68.9,21.65
X03-1,279.16,1061.51,17.13,17.72,68.9,21.65
X04-1,279.16,1133.83,17.13,17.72,68.9,21.65
X05-1,279.16,1206.05,17.13,17.72,68.9,21.65
X06-1,279.16,1318.18,17.13,17.72,68.9,21.65
X07-1,279.16,1390.5,17.13,17.72,68.9,21.65
X08-1,279.16,1462.72,17.13,17.72,68.9,21.65
X01-2,279.16,917.15,41.8,17.72,68.9,21.65
X03-2,279.16,1061.51,41.8,17.72,68.9,21.65
X07-2,279.16,1390.5,41.8,17.72,68.9,21.65
X04-2,279.16,1133.83,41.8,17.72,68.9,21.65
X06-2,279.16,1318.18,41.8,17.72,68.9,21.65
X05-2,279.16,1206.05,41.8,17.72,68.9,21.65
X08-2,279.16,1462.72,41.8,17.72,68.9,21.65
X02-2,279.16,989.31,41.8,17.72,68.9,21.65
X01-3,279.27,917.35,66.73,17.72,68.9,21.65
X03-3,279.27,1061.71,66.73,17.72,68.9,21.65
X07-3,279.27,1390.69,66.73,17.72,68.9,21.65
X04-3,279.27,1134.02,66.73,17.72,68.9,21.65
X06-3,279.27,1318.37,66.73,17.72,68.9,21.65
X07-4,279.27,1390.69,91.41,17.72,68.9,21.65
X04-4,279.27,1134.02,91.41,17.72,68.9,21.65
X02-4,279.27,989.51,91.41,17.72,68.9,21.65
X08-4,279.27,1462.91,91.41,17.72,68.9,21.65
